nimi,gml_id,kunta,vuosi,namn,name,municipality_name_fi,municipality_name_sv,municipality_name_en,kuntaryhmitys_code,kuntaryhmitys_name_fi,kuntaryhmitys_name_sv,kuntaryhmitys_name_en,avi_code,avi_name_fi,avi_name_sv,avi_name_en,ely_code,ely_name_fi,ely_name_sv,ely_name_en,maakunta_code,maakunta_name_fi,maakunta_name_sv,maakunta_name_en,kielisuhde_code,kielisuhde_name_fi,kielisuhde_name_sv,kielisuhde_name_en,seutukunta_code,seutukunta_name_fi,seutukunta_name_sv,seutukunta_name_en,year,suuralue_code,suuralue_name_fi,suuralue_name_sv,suuralue_name_en,sairaanhoitop_code,sairaanhoitop_name_fi,sairaanhoitop_name_sv,sairaanhoitop_name_en,nuts1_code,nuts1_name_fi,nuts1_name_sv,nuts1_name_en,nuts2_code,nuts2_name_fi,nuts2_name_sv,nuts2_name_en,nuts3_code,nuts3_name_fi,nuts3_name_sv,nuts3_name_en,vaalipiiri_code,vaalipiiri_name_fi,vaalipiiri_name_sv,vaalipiiri_name_en,hyvinvointialue_code,hyvinvointialue_name_fi,hyvinvointialue_name_sv,hyvinvointialue_name_en,municipality_code,kunta_name,name_fi,name_sv,erva_code,erva_name_fi,erva_name_sv,erva_name_en,kela_vakuutuspiiri_name_fi,kela_vakuutuspiiri_code,kela_vakuutuspiiri_name_sv,kela_vakuutuspiiri_name_en,kela_asumistukialue_name_fi,kela_asumistukialue_code,kela_asumistukialue_name_sv,kela_asumistukialue_name_en,pienituloisuusaste,mokit_lkm,lights_mean
Sastamala,kunta4500k_2022.263,"790","2022",Sastamala,Sastamala,Sastamala,Sastamala,Sastamala,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"5",Pirkanmaan ELY-keskus,NTM-centralen i Birkaland,Pirkanmaa ELY Centre,"6",Pirkanmaa,Birkaland,Pirkanmaa,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"68",Lounais-Pirkanmaa,Sydvästra Birkaland,Lounais-Pirkanmaa,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"6",Pirkanmaan SHP,Birkalands SVD,Pirkanmaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI197,Pirkanmaa,Birkaland,Pirkanmaa,"7",Pirkanmaan vaalipiiri,Birkalands valkrets,Pirkanmaa constituency,"8",Pirkanmaan hyvinvointialue,Birkalands välfärdsområde,Pirkanmaa wellbeing services county,"790",Sastamala,Sastamala,Sastamala,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,14.2,"3829",2.96809716801362
Sauvo,kunta4500k_2022.238,"738","2022",Sagu,Sauvo,Sauvo,Sagu,Sauvo,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"2",Varsinais-Suomen ELY-keskus,NTM-centralen i Egentliga Finland,Southwest Finland ELY Centre,"2",Varsinais-Suomi,Egentliga Finland,Southwest Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"23",Turku,Åbo,Turku,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"3",Varsinais-Suomen SHP,Egentliga Finlands SVD,Southwest Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C1,Varsinais-Suomi,Egentliga Finland,Southwest Finland,"3",Varsinais-Suomen vaalipiiri,Egentliga Finlands valkrets,Varsinais-Suomi constituency,"5",Varsinais-Suomen hyvinvointialue,Egentliga Finlands välfärdsområde,Southwest Finland wellbeing services county,"738",Sauvo,Sauvo,Sagu,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.6,"1385",1.62443068123752
Savitaipale,kunta4500k_2022.239,"739","2022",Savitaipale,Savitaipale,Savitaipale,Savitaipale,Savitaipale,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"6",Kaakkois-Suomen ELY-keskus,NTM-centralen i Sydöstra Finland,Southeast Finland  ELY Centre,"9",Etelä-Karjala,Södra Karelen,South Karelia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"91",Lappeenranta,Villmanstrand,Lappeenranta,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"9",Etelä-Karjalan SHP,Södra Karelens SVD,South Karelia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C5,Etelä-Karjala,Södra Karelen,South Karelia,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"11",Etelä-Karjalan hyvinvointialue,Södra Karelens välfärdsområde,South Karelia wellbeing services county,"739",Savitaipale,Savitaipale,Savitaipale,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17.6,"2764",2.24870837232716
Savonlinna,kunta4500k_2022.240,"740","2022",Nyslott,Savonlinna,Savonlinna,Nyslott,Savonlinna,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"7",Etelä-Savon ELY-keskus,NTM-centralen i Södra Savolax,South Savo ELY Centre,"10",Etelä-Savo,Södra Savolax,South Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"103",Savonlinna,Nyslott,Savonlinna,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"11",Itä-Savon SHP,Östra Savolax SVD,Itä-Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D1,Etelä-Savo,Södra Savolax,South Savo,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"12",Etelä-Savon hyvinvointialue,Södra Savolax välfärdsområde,South Savo wellbeing services county,"740",Savonlinna,Savonlinna,Nyslott,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16.6,"8786",8.51265781724683
Savukoski,kunta4500k_2022.241,"742","2022",Savukoski,Savukoski,Savukoski,Savukoski,Savukoski,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"6",Lapin AVI,Lapplands RFV,Lapland AVI,"15",Lapin ELY-keskus,NTM-centralen i Lappland,Lapland ELY Centre,"19",Lappi,Lappland,Lapland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"194",Itä-Lappi,Östra Lappland,Itä-Lappi,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"21",Lapin SHP,Lapplands SVD,Lappi Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D7,Lappi,Lappland,Lapland,"13",Lapin vaalipiiri,Lapplands valkrets,Lapland constituency,"21",Lapin hyvinvointialue,Lapplands välfärdsområde,Lapland wellbeing services county,"742",Savukoski,Savukoski,Savukoski,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,19.4,"622",2.778038434866
Seinäjoki,kunta4500k_2022.242,"743","2022",Seinäjoki,Seinäjoki,Seinäjoki,Seinäjoki,Seinäjoki,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"142",Seinäjoki,Seinäjoki,Seinäjoki,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"743",Seinäjoki,Seinäjoki,Seinäjoki,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,11.9,"860",25.4154411778888
Sievi,kunta4500k_2022.243,"746","2022",Sievi,Sievi,Sievi,Sievi,Sievi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"177",Ylivieska,Ylivieska,Ylivieska,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"746",Sievi,Sievi,Sievi,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17.7,"299",5.63136904362974
Siikainen,kunta4500k_2022.244,"747","2022",Siikais,Siikainen,Siikainen,Siikais,Siikainen,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"3",Satakunnan ELY-keskus,NTM-centralen i Satakunta,Satakunta ELY Centre,"4",Satakunta,Satakunta,Satakunta,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"44",Pohjois-Satakunta,Norra Satakunta,Pohjois-Satakunta,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"4",Satakunnan SHP,Satakunta SVD,Satakunta Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI196,Satakunta,Satakunta,Satakunta,"4",Satakunnan vaalipiiri,Satakunta valkrets,Satakunta constituency,"6",Satakunnan hyvinvointialue,Satakunta välfärdsområde,Satakunta wellbeing services county,"747",Siikainen,Siikainen,Siikais,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,19.8,"985",1.6943874823628
Siikajoki,kunta4500k_2022.245,"748","2022",Siikajoki,Siikajoki,Siikajoki,Siikajoki,Siikajoki,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"174",Raahe,Brahestad,Raahe,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"748",Siikajoki,Siikajoki,Siikajoki,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,15.1,"795",3.9021408888582
Siikalatva,kunta4500k_2022.264,"791","2022",Siikalatva,Siikalatva,Siikalatva,Siikalatva,Siikalatva,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"175",Haapavesi-Siikalatva,Haapavesi-Siikalatva,Haapavesi-Siikalatva,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"791",Siikalatva,Siikalatva,Siikalatva,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16.1,"855",4.33851533086967
Siilinjärvi,kunta4500k_2022.246,"749","2022",Siilinjärvi,Siilinjärvi,Siilinjärvi,Siilinjärvi,Siilinjärvi,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"8",Pohjois-Savon ELY-keskus,NTM-centralen i Norra Savolax,North Savo ELY Centre,"11",Pohjois-Savo,Norra Savolax,North Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"112",Kuopio,Kuopio,Kuopio,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"13",Pohjois-Savon SHP,Norra Savolax SVD,North Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D2,Pohjois-Savo,Norra Savolax,North Savo,"9",Savo-Karjalan vaalipiiri,Savolax-Karelens valkrets,Savo-Karelia constituency,"13",Pohjois-Savon hyvinvointialue,Norra Savolax välfärdsområde,North Savo wellbeing services county,"749",Siilinjärvi,Siilinjärvi,Siilinjärvi,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,8.4,"942",12.0094341588154
Simo,kunta4500k_2022.247,"751","2022",Simo,Simo,Simo,Simo,Simo,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"6",Lapin AVI,Lapplands RFV,Lapland AVI,"15",Lapin ELY-keskus,NTM-centralen i Lappland,Lapland ELY Centre,"19",Lappi,Lappland,Lapland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"192",Kemi-Tornio,Kemi-Torneå,Kemi-Tornio,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"20",Länsi-Pohjan SHP,Länsi-Pohja SVD,Länsi-Pohja Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D7,Lappi,Lappland,Lapland,"13",Lapin vaalipiiri,Lapplands valkrets,Lapland constituency,"21",Lapin hyvinvointialue,Lapplands välfärdsområde,Lapland wellbeing services county,"751",Simo,Simo,Simo,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,10.4,"1053",3.34399046127504
Sipoo,kunta4500k_2022.248,"753","2022",Sibbo,Sipoo,Sipoo,Sibbo,Sipoo,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"1",Uudenmaan ELY-keskus,NTM-centralen i Nyland,Uusimaa ELY Centre,"1",Uusimaa,Nyland,Uusimaa,"1","Kaksikielinen kunta, jossa enemmistön kieli on suomi",Tvåspråkig kommun med finska som flertalets språk,Bilingual municipality with Finnish-speaking majority,"11",Helsinki,Helsingfors,Helsinki,2022,"1",Helsinki-Uusimaa,Helsingfors - Nyland,Helsinki-Uusimaa,"25",Helsingin ja Uudenmaan SHP,Helsingfors och Nylands SVD,Helsinki and Uusimaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1B,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,"2",Uudenmaan vaalipiiri,Nylands valkrets,Uusimaa constituency,"1",Itä-Uudenmaan hyvinvointialue,Östra Nylands välfärdsområde,East Uusimaa wellbeing services county,"753",Sipoo,Sipoo,Sibbo,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,6.8,"2184",4.69916507911448
Siuntio,kunta4500k_2022.249,"755","2022",Sjundeå,Siuntio,Siuntio,Sjundeå,Siuntio,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"1",Uudenmaan ELY-keskus,NTM-centralen i Nyland,Uusimaa ELY Centre,"1",Uusimaa,Nyland,Uusimaa,"1","Kaksikielinen kunta, jossa enemmistön kieli on suomi",Tvåspråkig kommun med finska som flertalets språk,Bilingual municipality with Finnish-speaking majority,"11",Helsinki,Helsingfors,Helsinki,2022,"1",Helsinki-Uusimaa,Helsingfors - Nyland,Helsinki-Uusimaa,"25",Helsingin ja Uudenmaan SHP,Helsingfors och Nylands SVD,Helsinki and Uusimaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1B,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,"2",Uudenmaan vaalipiiri,Nylands valkrets,Uusimaa constituency,"3",Länsi-Uudenmaan hyvinvointialue,Västra Nylands välfärdsområde,West Uusimaa wellbeing services county,"755",Siuntio,Siuntio,Sjundeå,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,6.9,"817",2.43839694828374
Sodankylä,kunta4500k_2022.250,"758","2022",Sodankylä,Sodankylä,Sodankylä,Sodankylä,Sodankylä,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"6",Lapin AVI,Lapplands RFV,Lapland AVI,"15",Lapin ELY-keskus,NTM-centralen i Lappland,Lapland ELY Centre,"19",Lappi,Lappland,Lapland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"197",Pohjois-Lappi,Norra Lappland,Pohjois-Lappi,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"21",Lapin SHP,Lapplands SVD,Lappi Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D7,Lappi,Lappland,Lapland,"13",Lapin vaalipiiri,Lapplands valkrets,Lapland constituency,"21",Lapin hyvinvointialue,Lapplands välfärdsområde,Lapland wellbeing services county,"758",Sodankylä,Sodankylä,Sodankylä,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.9,"2497",8.5006240453351
Soini,kunta4500k_2022.251,"759","2022",Soini,Soini,Soini,Soini,Soini,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"146",Järviseutu,Järviseutu,Järviseutu,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"759",Soini,Soini,Soini,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16.6,"549",3.91310812103546
Somero,kunta4500k_2022.252,"761","2022",Somero,Somero,Somero,Somero,Somero,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"2",Varsinais-Suomen ELY-keskus,NTM-centralen i Egentliga Finland,Southwest Finland ELY Centre,"2",Varsinais-Suomi,Egentliga Finland,Southwest Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"22",Salo,Salo,Salo,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"3",Varsinais-Suomen SHP,Egentliga Finlands SVD,Southwest Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C1,Varsinais-Suomi,Egentliga Finland,Southwest Finland,"3",Varsinais-Suomen vaalipiiri,Egentliga Finlands valkrets,Varsinais-Suomi constituency,"5",Varsinais-Suomen hyvinvointialue,Egentliga Finlands välfärdsområde,Southwest Finland wellbeing services county,"761",Somero,Somero,Somero,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,14.8,"2026",2.17223703127553
